Symbol,Security,GICS Sector,GICS Sub-Industry,Total Revenue,Gross Profit,Operating Income,Net Income,EBITDA,Interest Expense,Total Assets,Total Liabilities Net Minority Interest,Current Assets,Current Liabilities,Total Debt,Stockholders Equity,Inventory,Operating Cash Flow,Capital Expenditure,Free Cash Flow,Revenue Growth (YoY),Negative Equity Flag,Net Margin,Operating Margin,ROA,ROE,Current Ratio,Quick Ratio,Debt-to-Equity,Interest Coverage Ratio,Asset Turnover
CTSH,Cognizant,Information Technology,IT Consulting & Other Services,21108000000.0,7117000000.0,3327000000.0,2230000000.0,4066000000.0,37000000.0,20692000000.0,5677000000.0,7818000000.0,3659000000.0,1152000000.0,15015000000.0,0.0,2883000000.0,-288000000.0,2595000000.0,0.0695176327523307,False,0.105647148000758,0.1576179647527004,0.10777111927314904,0.1485181485181485,2.1366493577480186,2.1366493577480186,0.07672327672327672,89.91891891891892,1.0201043881693408
COHR,Coherent Corp.,Information Technology,Electronic Components,5810115000.0,2043322000.0,534947000.0,49364000.0,891030000.0,243251000.0,14910936000.0,6429653000.0,3927154000.0,1794841000.0,3893658000.0,8127775000.0,1437636000.0,633600000.0,-440836000.0,192764000.0,0.2341758842132273,False,0.008496217372633761,0.09207167155899668,0.0033105902942645584,0.006073494898665379,2.188023340229023,1.3870409690886267,0.4790558301626214,2.199156426900609,0.3896546132315235
COIN,Coinbase,Financials,Financial Exchanges & Data,7181325000.0,5360105000.0,1456145000.0,1260327000.0,1795906000.0,85413000.0,29671832000.0,14878774000.0,20388445000.0,8701282000.0,7831459000.0,14793058000.0,0.0,2426383000.0,,2426383000.0,0.0940424081067295,False,0.1755006214034318,0.20276829136684385,0.04247553706828753,0.08519719181794595,2.3431541467107952,2.3431541467107952,,,0.24202499528846078
CL,Colgate-Palmolive,Consumer Staples,Household Products,20382000000.0,12251000000.0,4233000000.0,2132000000.0,3956000000.0,267000000.0,16330000000.0,15965000000.0,5709000000.0,6853000000.0,8554000000.0,54000000.0,2032000000.0,4198000000.0,-564000000.0,3634000000.0,0.0139794040097507,False,0.10460209989206162,0.20768324992640566,0.13055725658297612,39.48148148148148,0.8330658105939005,0.5365533343061433,158.40740740740742,15.853932584269662,1.248132271892223
CMCSA,Comcast,Communication Services,Cable & Satellite,123707000000.0,88756000000.0,20670000000.0,19998000000.0,46386000000.0,4409000000.0,272631000000.0,175255000000.0,29567000000.0,33524000000.0,98937000000.0,96903000000.0,0.0,33643000000.0,-14408000000.0,19235000000.0,-0.0001939691750652,False,0.16165617143734792,0.16708836201670074,0.07335189321830606,0.20637131977338163,0.8819651592888677,0.8819651592888677,1.0209900622271757,4.688137899750511,0.45375250796864625
FIX,Comfort Systems USA,Industrials,Construction & Engineering,9101641000.0,2195899000.0,1312615000.0,1022558000.0,1442393000.0,6981000.0,6441169000.0,3992395000.0,4110553000.0,3393850000.0,483358000.0,2448774000.0,84066000.0,1186356000.0,-154903000.0,1031453000.0,0.2951507767511408,False,0.11234875117574952,0.1442173999172237,0.15875348092869476,0.4175795724717757,1.2111769818937195,1.186406883038437,0.1973877540352846,188.02678699326745,1.413041794121533
CAG,Conagra Brands,Consumer Staples,Packaged Foods & Meats,11612800000.0,3003500000.0,1466200000.0,1152400000.0,1965600000.0,419200000.0,20933900000.0,12001200000.0,3071000000.0,4317000000.0,8067600000.0,8932700000.0,2048300000.0,1691900000.0,-389300000.0,1302600000.0,-0.0363541312267133,False,0.09923532653623587,0.1262572333976302,0.05504946522148286,0.1290091461708106,0.7113736391012278,0.23690062543432938,0.9031535817837831,3.497614503816794,0.5547365756022528
COP,ConocoPhillips,Energy,Oil & Gas Exploration & Production,58944000000.0,14788000000.0,11342000000.0,7988000000.0,25570000000.0,1233000000.0,121939000000.0,57452000000.0,15532000000.0,11972000000.0,23444000000.0,64487000000.0,1873000000.0,19796000000.0,-12553000000.0,7243000000.0,0.0767010685907388,False,0.1355184581976113,0.19241992399565688,0.06550816391802458,0.12386992727216338,1.297360507851654,1.1409121282993653,0.36354614108269884,9.198702351987023,0.4833892356014073
ED,Consolidated Edison,Utilities,Multi-Utilities,16918000000.0,9009000000.0,3000000000.0,2023000000.0,6151000000.0,1233000000.0,74603000000.0,50413000000.0,6750000000.0,6614000000.0,28376000000.0,24190000000.0,530000000.0,4800000000.0,-4764000000.0,36000000.0,0.1089407446250655,False,0.11957678212554676,0.17732592505024233,0.027116871975657816,0.08362959900785448,1.0205624433020866,0.9404293921983671,1.1730467135179827,2.4330900243309004,0.22677372223637118
STZ,Constellation Brands,Consumer Staples,Distillers & Vintners,9139000000.0,4711500000.0,2863100000.0,1686700000.0,3158100000.0,361600000.0,21900500000.0,13513600000.0,2906300000.0,2689800000.0,11202600000.0,8082400000.0,1433900000.0,2669000000.0,-875000000.0,1794000000.0,-0.1047831751349339,False,0.18456067403435825,0.31328372907320273,0.07701650647245496,0.2086880134613481,1.080489255706744,0.5474012937764889,1.386048698406414,7.917865044247788,0.4172964087577909
CEG,Constellation Energy,Utilities,Electric Utilities,25533000000.0,4693000000.0,4198000000.0,2319000000.0,5959000000.0,511000000.0,57249000000.0,42396000000.0,12119000000.0,7944000000.0,8992000000.0,14517000000.0,1736000000.0,4237000000.0,-2949000000.0,1288000000.0,0.0833757637474541,False,0.0908236399953002,0.16441467904280735,0.04050725776869465,0.15974374870841082,1.52555387713998,1.30702416918429,0.6194117241854378,8.215264187866927,0.445999056752083
COO,Cooper Companies (The),Health Care,Health Care Supplies,4092400000.0,2682100000.0,682900000.0,374900000.0,1043900000.0,100000000.0,12394800000.0,4155700000.0,2106400000.0,1112800000.0,2505300000.0,8238900000.0,846000000.0,796100000.0,-362400000.0,433700000.0,0.0505724700929301,False,0.09160883589091975,0.16687029615873325,0.030246555006938392,0.04550364733156125,1.892882818116463,1.1326383896477354,0.30408185558751777,6.829,0.3301707167521864
CPRT,Copart,Industrials,Diversified Support Services,4646958000.0,2099643000.0,1696714000.0,1552449000.0,1914498000.0,0.0,10090902000.0,883411000.0,5754628000.0,683281000.0,103739000.0,9187033000.0,39661000.0,1799750000.0,-568990000.0,1230760000.0,0.0968024862025154,False,0.33407855203339476,0.36512359268149186,0.15384640540558217,0.16898263019192378,8.422051835189329,8.364006901992006,0.01129189369407947,,0.4605096749527446
GLW,Corning Inc.,Information Technology,Electronic Components,15629000000.0,5621000000.0,2279000000.0,1596000000.0,3735000000.0,336000000.0,30976000000.0,18669000000.0,8936000000.0,5628000000.0,9377000000.0,11807000000.0,3077000000.0,2695000000.0,-1282000000.0,1413000000.0,0.1914163744473243,False,0.10211785782839593,0.1458186704203724,0.05152376033057851,0.13517404929279242,1.587775408670931,1.041044776119403,0.7941898873549589,6.782738095238095,0.5045519111570248
CPAY,Corpay,Financials,Transaction & Payment Processing Services,4528403000.0,3559226000.0,1951847000.0,1069826000.0,2338830000.0,403848000.0,26408135000.0,22179458000.0,13963240000.0,14296677000.0,10001687000.0,3883864000.0,0.0,1499901000.0,-200756000.0,1299145000.0,0.1393386838236607,False,0.23624796644644921,0.43102325477657355,0.040511228831570274,0.2754540323760049,0.9766773076009201,0.9766773076009201,,,0.17147757689060586
CTVA,Corteva,Materials,Fertilizers & Agricultural Chemicals,17401000000.0,8229000000.0,2619000000.0,1094000000.0,3071000000.0,180000000.0,42845000000.0,18459000000.0,17335000000.0,12125000000.0,2580000000.0,24144000000.0,5667000000.0,3406000000.0,-591000000.0,2815000000.0,0.0291577951265673,False,0.0628699500028734,0.1505085914602609,0.025533901272027076,0.045311464546056994,1.4296907216494845,0.9623092783505155,0.10685884691848907,14.55,0.4061384058816665
CSGP,CoStar Group,Real Estate,Real Estate Services,3247000000.0,2561000000.0,-72000000.0,7000000.0,191000000.0,0.0,10538000000.0,2167000000.0,2119000000.0,746000000.0,1184000000.0,8334000000.0,0.0,430000000.0,-389000000.0,41000000.0,0.1867690058479532,False,0.0021558361564521095,-0.02217431475207884,0.0006642626684380338,0.00083993280537557,2.8404825737265416,2.8404825737265416,0.14206863450923926,,0.30812298348832795
COST,Costco,Consumer Staples,Consumer Staples Merchandise Retail,275235000000.0,35349000000.0,10383000000.0,8099000000.0,13398000000.0,154000000.0,77099000000.0,47935000000.0,38380000000.0,37108000000.0,8173000000.0,29164000000.0,18116000000.0,13335000000.0,-5498000000.0,7837000000.0,0.0816732363147614,False,0.029425763438516175,0.03772412665540356,0.10504675806430692,0.27770539020710466,1.0342783227336423,0.5460817074485286,0.2802427650528048,67.42207792207792,3.569890660060442
CRH,CRH plc,Materials,Construction Materials,37447000000.0,13528000000.0,5323000000.0,3730000000.0,7771000000.0,810000000.0,58329000000.0,32851000000.0,15254000000.0,8754000000.0,19705000000.0,24004000000.0,5251000000.0,5625000000.0,-2713000000.0,2912000000.0,0.0527099966265602,False,0.09960744518920074,0.14214756856356983,0.06394760753655986,0.15539076820529912,1.7425177061914554,1.1426776330820196,0.8209048491918014,6.571604938271605,0.6419962625795059
CRWD,CrowdStrike,Information Technology,Systems Software,4812005000.0,3593076000.0,-293292000.0,-162502000.0,182483000.0,28021000.0,11086684000.0,6614079000.0,7419119000.0,4184192000.0,820077000.0,4428390000.0,0.0,1612349000.0,-370859000.0,1241490000.0,0.2171124517657723,False,-0.03377012284899953,-0.06095006135696035,-0.014657403421979015,-0.0366955033319107,1.773130630716755,1.773130630716755,0.18518626408243177,-10.466864137611077,0.4340346491340422
CCI,Crown Castle,Real Estate,Telecom Tower REITs,4264000000.0,3159000000.0,2086000000.0,444000000.0,2750000000.0,941000000.0,31518000000.0,33153000000.0,1144000000.0,4479000000.0,29566000000.0,-1635000000.0,0.0,3057000000.0,-182000000.0,2875000000.0,-0.0439461883408071,True,0.10412757973733583,0.4892120075046904,0.0140871882733676,,0.2554141549453003,0.2554141549453003,,2.2167906482465463,0.13528777206675552
CSX,CSX Corporation,Industrials,Rail Transportation,14092000000.0,4685000000.0,4718000000.0,2889000000.0,6293000000.0,844000000.0,43682000000.0,30522000000.0,2550000000.0,3133000000.0,19352000000.0,13155000000.0,390000000.0,4613000000.0,-2902000000.0,1711000000.0,-0.0308115543328748,False,0.20500993471473175,0.33479988646040304,0.06613708163545626,0.21961231470923603,0.8139163740823492,0.6894350462815193,1.4710756366400608,5.590047393364929,0.3226042763609725
CMI,Cummins,Industrials,Construction Machinery & Heavy Transportation Equipment,33670000000.0,8516000000.0,3865000000.0,2843000000.0,5397000000.0,329000000.0,33992000000.0,20584000000.0,16925000000.0,9610000000.0,8114000000.0,12349000000.0,5822000000.0,3621000000.0,-1235000000.0,2386000000.0,-0.0126678787167908,False,0.08443718443718444,0.1147906147906148,0.08363732642974818,0.2302210705320269,1.7611862643080125,1.1553590010405828,0.6570572515993198,11.74772036474164,0.9905271828665568
CVS,CVS Health,Health Care,Health Care Services,402067000000.0,55362000000.0,10385000000.0,1768000000.0,9861000000.0,3119000000.0,253538000000.0,178156000000.0,74714000000.0,88692000000.0,79950000000.0,75214000000.0,19246000000.0,10639000000.0,-2832000000.0,7807000000.0,0.0784798650247177,False,0.004397277070736966,0.025829028495250792,0.006973313665012739,0.023506262132049885,0.8423984124836513,0.6254002615793983,1.0629670008243146,3.329592818210965,1.585825398954003
DHR,Danaher Corporation,Health Care,Life Sciences Tools & Services,24568000000.0,14523000000.0,4690000000.0,3614000000.0,6945000000.0,265000000.0,83464000000.0,30923000000.0,12756000000.0,6807000000.0,19696000000.0,52534000000.0,2489000000.0,6416000000.0,-1156000000.0,5260000000.0,0.0290261780104712,False,0.14710192119830673,0.19089873005535657,0.043300105434678424,0.06879354322914684,1.873953283384751,1.5083002791244307,0.3749191000114212,17.69811320754717,0.29435445221892076
DRI,Darden Restaurants,Consumer Discretionary,Restaurants,12076700000.0,2642600000.0,1436300000.0,1049600000.0,1881800000.0,178500000.0,12587000000.0,10275700000.0,937700000.0,2247500000.0,6229700000.0,2311300000.0,311600000.0,1698500000.0,-671900000.0,1026600000.0,0.060289727831431,False,0.08691115950549405,0.11893149618687224,0.08338762214983714,0.4541167308441137,0.4172191323692992,0.2785761957730812,2.6953229784104185,8.046498599439776,0.9594581711289426
DDOG,Datadog,Information Technology,Application Software,3427158000.0,2740201000.0,-44373000.0,107741000.0,193836000.0,11059000.0,6643844000.0,2911638000.0,5382280000.0,1591401000.0,1279005000.0,3732206000.0,0.0,1050135000.0,-135418000.0,914717000.0,0.2767536858183308,False,0.03143741840907247,-0.012947462591453327,0.01621666613484603,0.02886791350745377,3.382101682731128,3.382101682731128,0.34269410638105186,-4.012388100189891,0.5158396253735037
DVA,DaVita,Health Care,Health Care Services,13643069000.0,4399593000.0,2010615000.0,746803000.0,2642097000.0,579926000.0,17480103000.0,16321665000.0,4058003000.0,3141634000.0,12874331000.0,-651082000.0,160627000.0,1886500000.0,-575864000.0,1310636000.0,0.0645714776189863,True,0.054738636885879564,0.14737263294644334,0.04272303200959399,,1.2916854732282628,1.240556984040789,,3.4670199301290165,0.7804913392100722
DECK,Deckers Brands,Consumer Discretionary,Footwear,5472296000.0,3157726000.0,1262903000.0,1024071000.0,1404659000.0,2530000.0,3687765000.0,1188127000.0,2850420000.0,804074000.0,375194000.0,2499638000.0,487018000.0,1181955000.0,-84623000.0,1097332000.0,0.097617704707065,False,0.18713735514306976,0.23078119312259424,0.2776942131616304,0.40968772278225885,3.5449722289242036,2.939284195235762,0.15009933438361875,499.1711462450593,1.4839058345637535
DE,Deere & Company,Industrials,Agricultural & Farm Machinery,44665000000.0,16295000000.0,8416000000.0,5027000000.0,11656000000.0,3170000000.0,105996000000.0,79989000000.0,74902000000.0,32455000000.0,64250000000.0,25950000000.0,7508000000.0,7459000000.0,-4228000000.0,3231000000.0,-0.1158596935745674,False,0.11254897570804881,0.18842494122915035,0.04742631797426318,0.19371868978805395,2.307872438761362,2.0765367431828685,2.4759152215799616,2.6548895899053626,0.42138382580474737
DELL,Dell Technologies,Information Technology,"Technology Hardware, Storage & Peripherals",113538000000.0,22707000000.0,8446000000.0,5936000000.0,11852000000.0,1560000000.0,101286000000.0,103756000000.0,57602000000.0,63269000000.0,31503000000.0,-2470000000.0,10437000000.0,11185000000.0,-2633000000.0,8552000000.0,0.1880460828528676,True,0.052282055347108454,0.0743891912839754,0.05860632269020398,,0.9104300684379396,0.7454677646240655,,5.414102564102564,1.1209643978437296
DAL,Delta Air Lines,Industrials,Passenger Airlines,63364000000.0,15312000000.0,5822000000.0,5005000000.0,9307000000.0,679000000.0,81317000000.0,60464000000.0,10968000000.0,27624000000.0,20274000000.0,20853000000.0,1601000000.0,8342000000.0,-4499000000.0,3843000000.0,0.0279188228995993,False,0.07898806893504198,0.09188182564232056,0.06154924554521195,0.24001342732460557,0.3970460469157255,0.33908919779901536,0.9722342109049058,8.574374079528718,0.7792220568884735
DVN,Devon Energy,Energy,Oil & Gas Exploration & Production,17188000000.0,4391000000.0,3856000000.0,2642000000.0,7558000000.0,497000000.0,31599000000.0,16071000000.0,4006000000.0,4086000000.0,8586000000.0,15528000000.0,336000000.0,6711000000.0,-3914000000.0,2797000000.0,0.0782936010037641,False,0.15371189201768676,0.22434256457993948,0.08361024083040602,0.17014425553838228,0.9804209495839452,0.8981889378365149,0.5529366306027821,7.758551307847083,0.5439412639640495
DXCM,Dexcom,Health Care,Health Care Equipment,4662000000.0,2801900000.0,911800000.0,836300000.0,1358500000.0,18300000.0,6339900000.0,3593900000.0,4033300000.0,2142500000.0,1389700000.0,2746000000.0,629100000.0,1440700000.0,-363500000.0,1077200000.0,0.1559633027522936,False,0.17938652938652938,0.19558129558129558,0.13191059795895835,0.3045520757465404,1.8825204200700116,1.5888914819136524,0.506081573197378,49.82513661202186,0.7353428287512421
FANG,Diamondback Energy,Energy,Oil & Gas Exploration & Production,14929000000.0,5221000000.0,4918000000.0,1664000000.0,7177000000.0,265000000.0,71059000000.0,28092000000.0,1915000000.0,4600000000.0,14879000000.0,36972000000.0,86000000.0,8758000000.0,-9461000000.0,-703000000.0,0.3543499954640297,False,0.11146091499765556,0.3294259494942729,0.02341716038784672,0.0450070323488045,0.41630434782608694,0.39760869565217394,0.4024396840852537,18.558490566037737,0.21009302129216567
DLR,Digital Realty,Real Estate,Data Center REITs,6112692000.0,3385955000.0,922135000.0,1308589000.0,3677788000.0,437947000.0,49410468000.0,24564494000.0,5160368000.0,4683508000.0,19655352000.0,22925663000.0,0.0,2412136000.0,,2412136000.0,0.1004009384032455,False,0.21407736558622617,0.15085579315954412,0.026484043826502515,0.05707965784893549,1.1018168432721798,1.1018168432721798,0.8573515191250958,2.1055858357289807,0.12371248942632966
DG,Dollar General,Consumer Staples,Consumer Staples Merchandise Retail,42724369000.0,13099689000.0,2203668000.0,1512311000.0,3241477000.0,230567000.0,30963730000.0,22451768000.0,7897803000.0,6961135000.0,15718656000.0,8511962000.0,6331861000.0,3634500000.0,-1241162000.0,2393338000.0,0.0520054413061183,False,0.03539691832546433,0.05157871377807827,0.04884137020959684,0.17766890876627503,1.1345567928218603,0.22495498219758703,1.8466548605362665,9.557603646662358,1.3798198408266704
DLTR,Dollar Tree,Consumer Staples,Consumer Staples Merchandise Retail,19411800000.0,7066800000.0,1653100000.0,1282500000.0,2363100000.0,85500000.0,13466200000.0,9711300000.0,3446200000.0,3228600000.0,7055600000.0,3754900000.0,2495400000.0,2534000000.0,-1134000000.0,1400000000.0,0.1042921751002645,False,0.06606806169443329,0.08515954213416582,0.09523844885713861,0.3415537031612027,1.0673976336492597,0.29449296908876915,1.879038056938933,19.334502923976608,1.441520250701757
D,Dominion Energy,Utilities,Multi-Utilities,16506000000.0,8091000000.0,4931000000.0,2998000000.0,8317000000.0,2022000000.0,115857000000.0,82440000000.0,8071000000.0,10444000000.0,48941000000.0,29083000000.0,1957000000.0,5361000000.0,-12641000000.0,-7280000000.0,0.1415727228715678,False,0.18163092208893736,0.2987398521749667,0.025876727344916577,0.1030842760375477,0.7727882037533512,0.585407889697434,1.682804387442836,2.4386745796241347,0.14246873300706905
DPZ,Domino's,Consumer Discretionary,Restaurants,4939994000.0,1973560000.0,949946000.0,601704000.0,1055137000.0,195972000.0,1716459000.0,5617601000.0,894201000.0,541621000.0,5048284000.0,-3901142000.0,79189000.0,792062000.0,-120558000.0,671504000.0,0.049629696992361,True,0.12180257708815032,0.1922969946927061,0.3505495907563187,,1.6509718050075606,1.5047644016757105,,4.8473557446982225,2.8780145637035317
DASH,DoorDash,Consumer Discretionary,Specialized Consumer Services,13717000000.0,6979000000.0,725000000.0,935000000.0,1472000000.0,0.0,19659000000.0,9613000000.0,8643000000.0,6147000000.0,3290000000.0,10033000000.0,0.0,2431000000.0,-605000000.0,1826000000.0,0.2793322141391531,False,0.0681635926222935,0.052854122621564484,0.047560913576478965,0.09319246486594239,1.4060517325524646,1.4060517325524646,0.3279178710256155,,0.6977465791749325
DOV,Dover Corporation,Industrials,Industrial Machinery & Supplies & Components,8092571000.0,3218169000.0,1373361000.0,1093956000.0,1863601000.0,109772000.0,13422423000.0,6017217000.0,4506940000.0,2518489000.0,3574803000.0,7405206000.0,1272784000.0,1333575000.0,-220263000.0,1113312000.0,0.044754205090713,False,0.13518027830710413,0.16970638873603952,0.08150212521241508,0.14772796327340523,1.7895412685939862,1.2841652276424476,0.48274187105665933,12.511031957147543,0.602914317333018
DOW,Dow Inc.,Materials,Commodity Chemicals,39968000000.0,2533000000.0,158000000.0,-2623000000.0,1188000000.0,865000000.0,58538000000.0,41016000000.0,18062000000.0,9183000000.0,19598000000.0,16008000000.0,6595000000.0,1032000000.0,-2479000000.0,-1447000000.0,-0.0697327995531142,False,-0.06562750200160128,0.003953162530024019,-0.044808500461238854,-0.16385557221389305,1.966895350103452,1.2487204617227485,1.224262868565717,0.18265895953757225,0.6827701663876456
DHI,D. R. Horton,Consumer Discretionary,Homebuilding,34250400000.0,8116200000.0,4424200000.0,3585200000.0,4525500000.0,0.0,35471200000.0,10729000000.0,34142700000.0,1962900000.0,6031100000.0,24190400000.0,25287300000.0,3420900000.0,-137400000.0,3283500000.0,-0.0693180150755134,False,0.10467614976759396,0.12917221404713522,0.10107354699023433,0.14820755340961703,17.394008864435275,4.511386214274798,0.2493179112375157,,0.9655833464895465
DTE,DTE Energy,Utilities,Multi-Utilities,15814000000.0,4793000000.0,2528000000.0,1462000000.0,4447000000.0,1056000000.0,54066000000.0,41758000000.0,4348000000.0,5409000000.0,26290000000.0,12303000000.0,1375000000.0,3409000000.0,-4429000000.0,-1020000000.0,0.2694870354017821,False,0.09244972808903504,0.15985835335778426,0.02704102393371065,0.11883280500690889,0.8038454427805509,0.5496394897393233,2.1368771844265626,2.393939393939394,0.292494358746717
DUK,Duke Energy,Utilities,Electric Utilities,32237000000.0,16498000000.0,8577000000.0,4968000000.0,17050000000.0,3634000000.0,195736000000.0,142717000000.0,11613000000.0,21047000000.0,90869000000.0,51842000000.0,4569000000.0,12330000000.0,-14024000000.0,-1694000000.0,0.0619297031986032,False,0.15410863293730806,0.2660607376616931,0.0253811255977439,0.09582963620230701,0.5517650971634912,0.3346795267734119,1.7528066046834614,2.36020913593836,0.1646963256631381
DD,DuPont,Materials,Specialty Chemicals,6849000000.0,2363000000.0,860000000.0,-779000000.0,1160000000.0,313000000.0,21575000000.0,7472000000.0,5575000000.0,2305000000.0,3194000000.0,13919000000.0,1172000000.0,560000000.0,-388000000.0,172000000.0,0.019348117279357,False,-0.11373923200467222,0.12556577602569718,-0.03610660486674391,-0.05596666427185861,2.418655097613883,1.9101952277657266,0.2294705079387887,2.747603833865815,0.3174507531865585
ETN,Eaton Corporation,Industrials,Electrical Components & Equipment,27448000000.0,10317000000.0,5209000000.0,4087000000.0,6179000000.0,241000000.0,41251000000.0,21782000000.0,12355000000.0,9370000000.0,10532000000.0,19425000000.0,4721000000.0,4472000000.0,-919000000.0,3553000000.0,0.1033041241257335,False,0.1488997376858059,0.18977703293500436,0.0990763860270054,0.2103989703989704,1.3185699039487726,0.8147278548559231,0.5421879021879021,21.61410788381743,0.6653899299410924
EBAY,eBay Inc.,Consumer Discretionary,Broadline Retail,11100000000.0,7931000000.0,2277000000.0,2031000000.0,2960000000.0,246000000.0,17610000000.0,12995000000.0,5086000000.0,4637000000.0,7180000000.0,4615000000.0,0.0,1959000000.0,-525000000.0,1434000000.0,0.079451521929398,False,0.18297297297297296,0.20513513513513512,0.11533219761499149,0.4400866738894908,1.096829846883761,1.096829846883761,1.5557963163596966,9.25609756097561,0.6303236797274276
SATS,EchoStar,Communication Services,Wireless Telecommunication Services,15004989000.0,3874667000.0,-91135000.0,-14497180000.0,-15786052000.0,1521713000.0,43016355000.0,37204357000.0,5133171000.0,12363419000.0,30117140000.0,5765784000.0,380647000.0,-99374000.0,-1642041000.0,-1741415000.0,-0.0518483567929159,False,-0.966157322741123,-0.0060736465718168806,-0.33701553746243723,-2.514346704628547,0.4151902479403149,0.3844020816571856,5.223424949668597,-0.05988974267815284,0.3488205590641048
ECL,Ecolab,Materials,Specialty Chemicals,16081200000.0,7150400000.0,2892500000.0,2075600000.0,3830500000.0,306200000.0,24696300000.0,14891800000.0,5955600000.0,5534700000.0,8997500000.0,9770800000.0,1490400000.0,2952600000.0,-1048300000.0,1904300000.0,0.0215863900288411,False,0.12906996990274358,0.17986841777976767,0.08404497839757373,0.2124288696933721,1.0760474822483603,0.8067645942869532,0.9208560199778933,9.44644023514043,0.651158270672125
EIX,Edison International,Utilities,Electric Utilities,19317000000.0,9286000000.0,5240000000.0,4701000000.0,10768000000.0,1539000000.0,94026000000.0,74767000000.0,7686000000.0,10536000000.0,41549000000.0,17579000000.0,535000000.0,5800000000.0,-6515000000.0,-715000000.0,0.0976191829081197,False,0.24336077030594813,0.27126365377646633,0.049996809393146574,0.26742135502588316,0.729498861047836,0.6787205770690964,2.3635587917401444,3.4048083170890187,0.20544317529194053
EW,Edwards Lifesciences,Health Care,Health Care Equipment,6067600000.0,4733400000.0,1636200000.0,1073500000.0,1449900000.0,20400000.0,13697200000.0,3359600000.0,6738900000.0,1813700000.0,705400000.0,10337600000.0,1126200000.0,1595200000.0,-260200000.0,1335000000.0,0.1154701718907987,False,0.17692333047662998,0.2696618102709473,0.07837368221242298,0.10384421916112056,3.7155538402161326,3.0946132215912225,0.06823634112366507,80.20588235294117,0.4429810472213299
EA,Electronic Arts,Communication Services,Interactive Home Entertainment,7531000000.0,5947000000.0,1162000000.0,887000000.0,1556000000.0,53000000.0,13131000000.0,6367000000.0,3973000000.0,3797000000.0,1548000000.0,6764000000.0,0.0,2553000000.0,-230000000.0,2323000000.0,0.0091116173120728,False,0.11777984331430089,0.15429557827645732,0.06755007234787906,0.13113542282672974,1.0463523834606268,1.0463523834606268,0.22885866351271436,21.92452830188679,0.5735282918284974
ELV,Elevance Health,Health Care,Managed Health Care,199125000000.0,,,5662000000.0,,1402000000.0,121494000000.0,77468000000.0,,,32046000000.0,43882000000.0,0.0,4290000000.0,-1116000000.0,3174000000.0,0.1262089248345682,False,0.028434400502197112,,0.04660312443412844,0.1290278474089604,,,0.7302766510186409,,1.6389698256704035
EME,Emcor,Industrials,Construction & Engineering,16986422000.0,3282988000.0,1568542000.0,1272817000.0,1920064000.0,12020000.0,9291399000.0,5616418000.0,5937345000.0,4864940000.0,468209000.0,3673944000.0,126252000.0,1302063000.0,-112750000.0,1189313000.0,0.1661600113578664,False,0.07493143641433139,0.09234092971433301,0.13698873549612928,0.34644431161716127,1.2204354010532503,1.1944840018581935,0.12744042914099943,130.49434276206324,1.828187768063776
EMR,Emerson Electric,Industrials,Electrical Components & Equipment,18016000000.0,9519000000.0,3532000000.0,2293000000.0,4839000000.0,387000000.0,41964000000.0,21666000000.0,8583000000.0,9797000000.0,13759000000.0,20282000000.0,2213000000.0,3098000000.0,-431000000.0,2667000000.0,0.0299565515664303,False,0.12727575488454707,0.19604795737122557,0.05464207415880278,0.1130559116457943,0.8760845156680617,0.6501990405226089,0.6783847746770535,9.126614987080103,0.42932036984081595
ETR,Entergy,Utilities,Electric Utilities,12946686000.0,6177759000.0,3215073000.0,1773328000.0,6145069000.0,1336651000.0,71890730000.0,54876563000.0,5806851000.0,7822968000.0,30934935000.0,16958076000.0,1842369000.0,5150651000.0,-7941351000.0,-2790700000.0,0.0898202161292084,False,0.13697157712792293,0.2483317352409721,0.024666991140582382,0.10457129688533062,0.7422823409222689,0.5067746665971279,1.8242007524910255,2.4053197132235713,0.1800883924812003
EOG,EOG Resources,Energy,Oil & Gas Exploration & Production,22582000000.0,14312000000.0,7250000000.0,4980000000.0,11058000000.0,235000000.0,51799000000.0,21966000000.0,7656000000.0,4691000000.0,8408000000.0,29833000000.0,1014000000.0,10044000000.0,-6594000000.0,3450000000.0,-0.0340491059970912,False,0.2205296253653352,0.32105216544150206,0.0961408521400027,0.16692923943284282,1.6320613941590278,1.415902792581539,0.2818355512352093,30.851063829787233,0.4359543620533215
EQT,EQT Corporation,Energy,Oil & Gas Exploration & Production,8353217000.0,3832041000.0,3014406000.0,2039247000.0,6016627000.0,438695000.0,41792874000.0,14432726000.0,1895151000.0,2484841000.0,7858452000.0,23752677000.0,0.0,5125952000.0,-2288425000.0,2837527000.0,0.5995614485258298,False,0.24412714287202164,0.36086767529204616,0.04879413174600053,0.08585335455031026,0.7626850168682825,0.7626850168682825,0.33084489802980943,6.871302385484221,0.19987180111135694
EFX,Equifax,Industrials,Research & Consulting Services,6074500000.0,3428900000.0,1095200000.0,660300000.0,1834100000.0,212300000.0,11864200000.0,7126000000.0,1412200000.0,2335400000.0,5093300000.0,4604300000.0,0.0,1615700000.0,-481400000.0,1134300000.0,0.069247152840119,False,0.10870030455181497,0.1802946744588032,0.05565482712698707,0.14340942162760897,0.604692986212212,0.604692986212212,1.1062050691744674,5.1587376354215735,0.5120024949006254
