Symbol,Security,GICS Sector,GICS Sub-Industry,Total Revenue,Gross Profit,Operating Income,Net Income,EBITDA,Interest Expense,Total Assets,Total Liabilities Net Minority Interest,Current Assets,Current Liabilities,Total Debt,Stockholders Equity,Inventory,Operating Cash Flow,Capital Expenditure,Free Cash Flow,Revenue Growth (YoY),Negative Equity Flag,Net Margin,Operating Margin,ROA,ROE,Current Ratio,Quick Ratio,Debt-to-Equity,Interest Coverage Ratio,Asset Turnover
ITW,Illinois Tool Works,Industrials,Industrial Machinery & Supplies & Components,16044000000.0,7075000000.0,4216000000.0,3066000000.0,4655000000.0,292000000.0,16148000000.0,12922000000.0,6200000000.0,5126000000.0,9211000000.0,3225000000.0,1659000000.0,3126000000.0,-419000000.0,2707000000.0,0.0091835451000125,False,0.19109947643979058,0.26277736225380205,0.18986871439187517,0.9506976744186046,1.2095200936402652,0.8858759266484588,2.856124031007752,14.438356164383562,0.9935595739410453
INCY,Incyte,Health Care,Biotechnology,5141242000.0,4769142000.0,1342790000.0,1286650000.0,1760165000.0,2428000.0,6957973000.0,1790495000.0,5023902000.0,1515170000.0,40412000.0,5167478000.0,101060000.0,1413498000.0,-83867000.0,1329631000.0,0.2122091371415327,False,0.2502605401574172,0.26118008061087183,0.18491736027144687,0.24898993280668055,3.31573486803461,3.2490360817598027,0.007820449356533303,553.0436573311367,0.7388993892330424
IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,7650900000.0,3336300000.0,1510000000.0,581400000.0,1695000000.0,253900000.0,18297200000.0,8143200000.0,4248000000.0,2066300000.0,4849500000.0,10089800000.0,1172900000.0,1355700000.0,-135600000.0,1220100000.0,0.0574844505874222,False,0.07599105987530878,0.19736240180893752,0.03177535360601622,0.057622549505441135,2.0558486183032474,1.4882156511639162,0.48063390751055524,5.947223316266246,0.4181459458277769
PODD,Insulet Corporation,Health Care,Health Care Equipment,2708100000.0,1939900000.0,473800000.0,247100000.0,489300000.0,59400000.0,3190400000.0,1675100000.0,1914000000.0,680100000.0,949200000.0,1515300000.0,452600000.0,569300000.0,-219400000.0,349900000.0,0.3072504344468044,False,0.09124478416602046,0.17495661164654186,0.07745110330992978,0.16307001913812447,2.8142920158800178,2.1488016468166444,0.6264106117600475,7.976430976430977,0.8488277331995988
INTC,Intel,Information Technology,Semiconductors,52853000000.0,18375000000.0,-23000000.0,-267000000.0,14354000000.0,1091000000.0,211429000000.0,85069000000.0,63688000000.0,31575000000.0,46585000000.0,114281000000.0,11618000000.0,9697000000.0,-14646000000.0,-4949000000.0,-0.0046703451912393,False,-0.005051747299112633,-0.0004351692429947212,-0.0012628352780365986,-0.002336346374287939,2.017038796516231,1.649089469517023,0.4076355649670549,-0.021081576535288724,0.24997989868939455
IBKR,Interactive Brokers,Financials,Investment Banking & Brokerage,10222000000.0,9176000000.0,8789000000.0,984000000.0,9087000000.0,4219000000.0,203240000000.0,182768000000.0,178091000000.0,157277000000.0,19000000.0,5363000000.0,0.0,15811000000.0,-67000000.0,15744000000.0,0.0972520395019321,False,0.09626296223830953,0.8598121698297789,0.004841566620743948,0.18347939586052583,1.1323397572435894,1.1323397572435894,,,0.05029521747687463
ICE,Intercontinental Exchange,Financials,Financial Exchanges & Data,12640000000.0,7098000000.0,4999000000.0,3315000000.0,6709000000.0,803000000.0,136887000000.0,107896000000.0,85778000000.0,84116000000.0,20279000000.0,28915000000.0,0.0,4662000000.0,-791000000.0,3871000000.0,0.0747385426409319,False,0.2622626582278481,0.3954905063291139,0.024217054943128275,0.11464637731281342,1.0197584288363688,1.0197584288363688,,,0.09233893649506528
IFF,International Flavors & Fragrances,Materials,Specialty Chemicals,10890000000.0,3938000000.0,842000000.0,-361000000.0,779000000.0,229000000.0,25539000000.0,11353000000.0,5594000000.0,3933000000.0,6619000000.0,14154000000.0,2364000000.0,850000000.0,-596000000.0,254000000.0,-0.0517241379310344,False,-0.03314967860422406,0.0773186409550046,-0.01413524413641881,-0.0255051575526353,1.42232392575642,0.821256038647343,0.46764165606895575,3.6768558951965065,0.42640667214847877
IP,International Paper,Materials,Paper & Plastic Packaging Products & Materials,23634000000.0,6997000000.0,-10000000.0,-3516000000.0,65000000.0,551000000.0,37964000000.0,23137000000.0,10106000000.0,7899000000.0,10317000000.0,14827000000.0,2012000000.0,1698000000.0,-1857000000.0,-159000000.0,0.4925165772023998,False,-0.14876872302614877,-0.0004231192350004231,-0.09261405542092509,-0.23713495649828017,1.2794024560070896,1.0246866691986327,0.6958251837863357,-0.018148820326678767,0.6225371404488462
INTU,Intuit,Information Technology,Application Software,18831000000.0,14983000000.0,4938000000.0,3869000000.0,5890000000.0,247000000.0,36958000000.0,17248000000.0,14107000000.0,10370000000.0,6639000000.0,19710000000.0,0.0,6207000000.0,-124000000.0,6083000000.0,0.1563401903592262,False,0.2054590834262652,0.2622271785884977,0.10468640077926294,0.1962962962962963,1.3603664416586307,1.3603664416586307,0.33683409436834094,19.991902834008098,0.5095243249093566
ISRG,Intuitive Surgical,Health Care,Health Care Equipment,10064700000.0,6642300000.0,2945500000.0,2856000000.0,3622600000.0,0.0,20458700000.0,2517000000.0,9779500000.0,2006200000.0,,17824000000.0,1840000000.0,3030500000.0,-539800000.0,2490700000.0,0.2050502268890458,False,0.28376404661837906,0.29265651236499846,0.13959831269826528,0.16023339317773788,4.874638620277141,3.9574818064001596,,,0.4919520790666074
IVZ,Invesco,Financials,Asset Management & Custody Banks,6377100000.0,2247200000.0,-695700000.0,-281700000.0,1535500000.0,82500000.0,27094000000.0,14089100000.0,10765800000.0,897000000.0,9784500000.0,12231000000.0,0.0,1525300000.0,-84300000.0,1441000000.0,0.0511125762320751,False,-0.04417368396292986,-0.1090934750905584,-0.010397135897246623,-0.023031640912435616,12.002006688963212,12.002006688963212,,,0.2353694544917694
INVH,Invitation Homes,Real Estate,Single-Family Residential REITs,2729296000.0,1594579000.0,752396000.0,587924000.0,1690169000.0,353327000.0,18680290000.0,9112398000.0,569072000.0,375350000.0,8380020000.0,9530132000.0,0.0,1206230000.0,-242752000.0,963478000.0,0.0421368629011257,False,0.21541232610900393,0.27567401996705376,0.03147295893157975,0.06169106576907854,1.516110297056081,1.516110297056081,0.8793183557163742,2.12946081109001,0.14610565467666722
IQV,IQVIA,Health Care,Life Sciences Tools & Services,16310000000.0,5430000000.0,2287000000.0,1360000000.0,3464000000.0,729000000.0,29944000000.0,23314000000.0,6249000000.0,8338000000.0,15949000000.0,6503000000.0,0.0,2654000000.0,-603000000.0,2051000000.0,0.0587471600129827,False,0.08338442673206621,0.14022072348252607,0.04541811381244991,0.20913424573273873,0.7494603022307508,0.7494603022307508,2.4525603567584193,3.1371742112482854,0.5446834090301896
IRM,Iron Mountain,Real Estate,Other Specialized REITs,6901737000.0,3822257000.0,1403920000.0,144591000.0,2114854000.0,846462000.0,21125019000.0,21769927000.0,1934983000.0,2619496000.0,19051536000.0,-981007000.0,0.0,1339999000.0,-2347115000.0,-1007116000.0,0.122250264190901,True,0.020949943470752363,0.20341545903589198,0.006844538222663847,,0.7386852279980577,0.7386852279980577,,1.6585741592652712,0.32670914994206635
JBHT,J.B. Hunt,Industrials,Cargo Ground Transportation,11999096000.0,1596624000.0,865069000.0,598282000.0,1584103000.0,75206000.0,7927155000.0,4362070000.0,1604190000.0,1935343000.0,1466797000.0,3565085000.0,42209000.0,1678272000.0,-730687000.0,947585000.0,-0.0072893615430003,False,0.049860589497742164,0.07209451445342216,0.07547247404648956,0.16781703662044523,0.8288918295103245,0.8070822588037366,0.4114339489801786,11.502659362284923,1.5136699105795206
JBL,Jabil,Information Technology,Electronic Manufacturing Services,29802000000.0,2646000000.0,1436000000.0,657000000.0,1713000000.0,147000000.0,18543000000.0,17026000000.0,13720000000.0,13714000000.0,3366000000.0,1513000000.0,4681000000.0,1640000000.0,-468000000.0,1172000000.0,0.0318180244434442,False,0.022045500301993155,0.04818468559157103,0.035431160006471445,0.43423661599471247,1.0004375091147732,0.6591074814058626,2.2247191011235956,9.768707482993197,1.607183303672545
JKHY,Jack Henry & Associates,Financials,Transaction & Payment Processing Services,2375288000.0,1014541000.0,568715000.0,455748000.0,801225000.0,10438000.0,3043970000.0,913138000.0,681464000.0,535784000.0,,2130832000.0,0.0,641504000.0,-231166000.0,410338000.0,0.0721019632658901,False,0.19187062789859588,0.23942991334103486,0.14972158069888994,0.21388265240995066,1.2719006166664177,1.2719006166664177,,,0.7803256930915876
J,Jacobs Solutions,Industrials,Construction & Engineering,12029783000.0,2984934000.0,863634000.0,289336000.0,926841000.0,145788000.0,11252535000.0,6585936000.0,4359319000.0,3350899000.0,2709857000.0,3640807000.0,0.0,686704000.0,-79232000.0,607472000.0,0.0459824983016607,False,0.024051639169218597,0.07179131992655229,0.02571296156821552,0.07947029326190594,1.300940135766551,1.300940135766551,0.7443011947625897,5.9239032019096225,1.0690731466287375
JNJ,Johnson & Johnson,Health Care,Pharmaceuticals,94193000000.0,63937000000.0,25596000000.0,26804000000.0,41055000000.0,971000000.0,199210000000.0,117666000000.0,55624000000.0,54126000000.0,47933000000.0,81544000000.0,14191000000.0,24530000000.0,-5217000000.0,19313000000.0,0.0604811925107801,False,0.2845646704107524,0.27173993821196907,0.13455147833944078,0.3287059746885117,1.027676163027011,0.7654916306396187,0.5878176199352497,26.360453141091657,0.472832689122032
JCI,Johnson Controls,Industrials,Building Products,23596000000.0,8592000000.0,2828000000.0,3291000000.0,3061000000.0,227000000.0,37939000000.0,24985000000.0,10162000000.0,10941000000.0,9880000000.0,12927000000.0,1820000000.0,1399000000.0,-434000000.0,965000000.0,0.0280585569884977,False,0.13947279199864385,0.1198508221732497,0.08674451092543294,0.2545834300301694,0.9287999268805411,0.7624531578466319,0.7642917923725536,12.458149779735683,0.6219457550278078
JPM,JPMorgan Chase,Financials,Diversified Banks,181847000000.0,,,57048000000.0,,97898000000.0,4424900000000.0,4062462000000.0,,,499982000000.0,362438000000.0,0.0,-147782000000.0,,-147782000000.0,0.0732298939441332,False,0.3137142762872085,,0.01289249474564397,0.1574007140531622,,,,,0.041096295961490656
KVUE,Kenvue,Consumer Staples,Personal Care Products,15124000000.0,8792000000.0,2715000000.0,1470000000.0,2986000000.0,430000000.0,27076000000.0,16311000000.0,5697000000.0,5945000000.0,8674000000.0,10765000000.0,1666000000.0,2197000000.0,-475000000.0,1722000000.0,-0.0214170171465545,False,0.09719650886008992,0.17951600105792118,0.05429162357807653,0.13655364607524384,0.9582842724978974,0.6780487804878049,0.8057594054807246,6.313953488372093,0.5585758605407003
KDP,Keurig Dr Pepper,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,16603000000.0,8999000000.0,3653000000.0,2079000000.0,4194000000.0,754000000.0,55459000000.0,29943000000.0,5266000000.0,8290000000.0,16141000000.0,25516000000.0,1733000000.0,1991000000.0,-503000000.0,1488000000.0,0.0815582046772197,False,0.1252183340360176,0.22002047822682647,0.0374871526713428,0.0814782881329362,0.6352231604342582,0.4261761158021713,0.6325834770340178,4.844827586206897,0.29937431255522096
KEY,KeyCorp,Financials,Regional Banks,7285000000.0,,,1829000000.0,,3750000000.0,184381000000.0,164000000000.0,,,10988000000.0,20381000000.0,0.0,2208000000.0,-107000000.0,2101000000.0,0.6571883530482256,False,0.251063829787234,,0.009919677190166015,0.08974044453167165,,,,,0.03951057863879684
KEYS,Keysight Technologies,Information Technology,Electronic Equipment & Instruments,5375000000.0,3337000000.0,876000000.0,850000000.0,1454000000.0,96000000.0,11301000000.0,5420000000.0,4348000000.0,1850000000.0,2778000000.0,5881000000.0,1050000000.0,1409000000.0,-128000000.0,1281000000.0,0.0795340429805181,False,0.15813953488372093,0.16297674418604652,0.07521458278028494,0.14453324264580852,2.3502702702702702,1.7827027027027027,0.4723686447883013,9.125,0.4756216264047429
KMB,Kimberly-Clark,Consumer Staples,Household Products,16447000000.0,5923000000.0,2351000000.0,2021000000.0,3113000000.0,256000000.0,17098000000.0,15468000000.0,5310000000.0,7125000000.0,7296000000.0,1502000000.0,1475000000.0,2777000000.0,-1138000000.0,1639000000.0,-0.0213031835763165,False,0.12287955250197605,0.14294400194564358,0.11820095917651187,1.3455392809587217,0.7452631578947368,0.5382456140350877,4.857523302263648,9.18359375,0.9619253713884665
KIM,Kimco Realty,Real Estate,Retail REITs,2140116000.0,1477782000.0,717677000.0,584741000.0,1450921000.0,330196000.0,19688250000.0,9120372000.0,965693000.0,291537000.0,8305981000.0,10391836000.0,0.0,1120015000.0,,1120015000.0,0.0506142814924197,False,0.27322864741911185,0.33534490653777643,0.029699998730207105,0.056269267528856304,3.312420035878808,3.312420035878808,0.7992794536018467,2.173487867811845,0.10870016380328368
KMI,Kinder Morgan,Energy,Oil & Gas Storage & Transportation,16937000000.0,8955000000.0,4724000000.0,3056000000.0,7177000000.0,0.0,72748000000.0,40299000000.0,2754000000.0,4322000000.0,31782000000.0,31162000000.0,574000000.0,5917000000.0,-3026000000.0,2891000000.0,0.1216556291390728,False,0.18043337072681112,0.27891598275963864,0.042008027712102054,0.0980681599383865,0.6372049976862564,0.5043961129106895,1.0198960272126307,,0.23281739704184307
KKR,KKR & Co.,Financials,Asset Management & Custody Banks,19207544000.0,3456678000.0,490198000.0,2370463000.0,10171075000.0,3071915000.0,410144072000.0,328512161000.0,243379872000.0,58248712000.0,54537875000.0,30902561000.0,0.0,477760000.0,-160765000.0,316995000.0,-0.1124173578466238,False,0.12341312351022078,0.025521118160656043,0.0057795861547890424,0.07670765539464512,4.178287616042051,4.178287616042051,,,0.04683121203321939
KLAC,KLA Corporation,Information Technology,Semiconductor Materials & Equipment,12156162000.0,7404295000.0,5014227000.0,4061643000.0,5340702000.0,302166000.0,16067926000.0,11375473000.0,10698789000.0,4085795000.0,6088282000.0,4692453000.0,3212149000.0,4081903000.0,-340209000.0,3741694000.0,0.2388764775285416,False,0.33412215138297763,0.41248438446279345,0.2527795435453213,0.8655692449130551,2.618532990519593,1.8323582069095488,1.297462542512413,16.59427930342924,0.7565482937872628
KHC,Kraft Heinz,Consumer Staples,Packaged Foods & Meats,24942000000.0,8309000000.0,4637000000.0,-5846000000.0,-3530000000.0,947000000.0,81786000000.0,39997000000.0,10127000000.0,8778000000.0,21219000000.0,41664000000.0,3167000000.0,4462000000.0,-801000000.0,3661000000.0,-0.0349763986690397,False,-0.2343837703472055,0.18591131424905782,-0.07147922627344533,-0.14031298003072196,1.1536796536796536,0.7928913192071086,0.509288594470046,4.896515311510032,0.3049666202039469
KR,Kroger,Consumer Staples,Food Retail,147642000000.0,34402000000.0,1890000000.0,1016000000.0,5759000000.0,639000000.0,49953000000.0,44017000000.0,14505000000.0,18108000000.0,24692000000.0,5927000000.0,6892000000.0,7311000000.0,-3855000000.0,3456000000.0,0.0035276605289451,False,0.006881510681242465,0.012801235420815215,0.020339118771645348,0.1714189303188797,0.8010271703114645,0.42042191296664455,4.1660199088915135,2.9577464788732395,2.9556182811843135
LHX,L3Harris,Industrials,Aerospace & Defense,21865000000.0,5625000000.0,2150000000.0,1606000000.0,3753000000.0,597000000.0,41195000000.0,21560000000.0,8593000000.0,7226000000.0,11116000000.0,19635000000.0,1219000000.0,3106000000.0,-424000000.0,2682000000.0,0.0253223915592028,False,0.0734507203292934,0.09833066544706151,0.038985313751668894,0.08179271708683473,1.1891779684472736,1.0204815942430114,0.5661319073083779,3.6013400335008376,0.5307682971234373
LH,Labcorp,Health Care,Health Care Services,13951700000.0,4012500000.0,1516200000.0,876500000.0,2012700000.0,224100000.0,18392700000.0,9756000000.0,4020500000.0,2823500000.0,6526000000.0,8619800000.0,534700000.0,1640500000.0,-434500000.0,1206000000.0,0.072473460477058,False,0.06282388526129433,0.10867492850333652,0.04765477607964029,0.10168449383976426,1.4239419160616256,1.2345670267398619,0.7570941321144342,6.765729585006693,0.7585455099033855
LRCX,Lam Research,Information Technology,Semiconductor Materials & Equipment,18435591000.0,8979059000.0,5900968000.0,5358217000.0,6522609000.0,178203000.0,21345260000.0,11483641000.0,14516995000.0,6568425000.0,4484505000.0,9861619000.0,4307991000.0,6173264000.0,-759186000.0,5414078000.0,0.2368408976459918,False,0.29064525243589967,0.32008564303688447,0.25102608260569326,0.5433405001754783,2.210118102893768,1.5542544826195017,0.45474328302482586,33.113741070576815,0.8636854739647116
LVS,Las Vegas Sands,Consumer Discretionary,Casinos & Gaming,13017000000.0,6481000000.0,3089000000.0,1627000000.0,4499000000.0,746000000.0,21920000000.0,19986000000.0,4832000000.0,4222000000.0,15784000000.0,1590000000.0,46000000.0,3023000000.0,-1243000000.0,1780000000.0,0.1521508231545406,False,0.1249903971729277,0.23730506261043252,0.07422445255474452,1.0232704402515724,1.1444812884888678,1.1335859782093793,9.927044025157233,4.140750670241287,0.5938412408759124
LDOS,Leidos,Industrials,Diversified Support Services,17174000000.0,3099000000.0,2100000000.0,1448000000.0,2402000000.0,203000000.0,13493000000.0,8531000000.0,4814000000.0,2827000000.0,5235000000.0,4916000000.0,342000000.0,1750000000.0,-125000000.0,1625000000.0,0.0307286040091225,False,0.0843134971468499,0.12227786188424362,0.1073149040243089,0.29454841334418225,1.7028652281570569,1.5818889281924302,1.0648901545972336,10.344827586206897,1.2728081227303045
LEN,Lennar,Consumer Discretionary,Homebuilding,34186934000.0,3387125000.0,2750407000.0,2078179000.0,2884717000.0,0.0,34430437000.0,12289828000.0,19394535000.0,1812484000.0,5874995000.0,21959417000.0,11841255000.0,216812000.0,-188629000.0,28183000.0,-0.0353969131964457,False,0.060788691960501635,0.0804519937353844,0.0603587749989929,0.09463725744631563,10.7005275632778,4.167363684313903,0.26753875114261916,,0.9929276819809171
LII,Lennox International,Industrials,Building Products,5195300000.0,1734800000.0,1053200000.0,805800000.0,1155700000.0,46400000.0,4081800000.0,2918700000.0,1903800000.0,1191800000.0,1770700000.0,1163100000.0,1152600000.0,757600000.0,-118800000.0,638800000.0,-0.0273341695841836,False,0.1551017265605451,0.20272169075895521,0.1974129060708511,0.6928037142120196,1.597415673770767,0.6303070985064608,1.5223970423867252,22.698275862068964,1.2727963153510706
LLY,Lilly (Eli),Health Care,Pharmaceuticals,65179000000.0,54127000000.0,29696000000.0,20640000000.0,31693000000.0,0.0,112476000000.0,85941000000.0,55629000000.0,35228000000.0,42503000000.0,26535000000.0,13744000000.0,16813000000.0,-10849000000.0,5964000000.0,0.4470394955930999,False,0.31666641096058545,0.45560686724251676,0.18350581457377574,0.7778405879027699,1.5791132054047916,1.1889690019302828,1.6017712455247786,,0.5794925139585334
LIN,Linde plc,Materials,Industrial Gases,33986000000.0,16597000000.0,9254000000.0,6898000000.0,13124000000.0,464000000.0,86817000000.0,47076000000.0,13325000000.0,15198000000.0,28069000000.0,38245000000.0,2055000000.0,10350000000.0,-5261000000.0,5089000000.0,0.0297227692773822,False,0.20296592714647207,0.2722885894191726,0.07945448472073442,0.18036344620211792,0.8767601000131596,0.7415449401237005,0.7339260033991372,19.94396551724138,0.39146710897635256
LYV,Live Nation Entertainment,Communication Services,Movies & Entertainment,25201406000.0,6438050000.0,1232689000.0,495972000.0,1985432000.0,316033000.0,22912533000.0,21093686000.0,10974392000.0,11028850000.0,10404386000.0,271007000.0,56576000.0,1395316000.0,-1090337000.0,304979000.0,0.0883492024076223,False,0.019680330533939257,0.048913501095930914,0.02164631906913129,1.8301077093949603,0.9950622231692334,0.9899324045571388,38.3915766013424,3.90050722551126,1.0998961136248009
LMT,Lockheed Martin,Industrials,Aerospace & Defense,75048000000.0,7619000000.0,7731000000.0,5017000000.0,8727000000.0,1118000000.0,59840000000.0,53119000000.0,25362000000.0,23335000000.0,21700000000.0,6721000000.0,3524000000.0,8557000000.0,-1649000000.0,6908000000.0,0.0563743085173768,False,0.06685054898198486,0.10301407099456347,0.08384024064171124,0.746466299657789,1.0868652239125778,0.9358474394686094,3.228686207409612,6.915026833631485,1.254144385026738
L,Loews Corporation,Financials,Multi-line Insurance,18176000000.0,,,1667000000.0,,437000000.0,86348000000.0,66707000000.0,,,9489000000.0,18686000000.0,0.0,3279000000.0,-579000000.0,2700000000.0,0.054353500783108,False,0.0917143485915493,,0.01930560059294946,0.08921117414106818,,,,,0.21049705841478666
LOW,Lowe's,Consumer Discretionary,Home Improvement Retail,86286000000.0,28885000000.0,10153000000.0,6654000000.0,12468000000.0,1527000000.0,54144000000.0,64061000000.0,20955000000.0,19463000000.0,44677000000.0,-9917000000.0,17300000000.0,9864000000.0,-2213000000.0,7651000000.0,0.0312163874082749,True,0.0771156386899381,0.11766682891778504,0.12289450354609929,,1.0766582746750244,0.18779222113754304,,6.648984937786509,1.5936391843971631
LULU,Lululemon Athletica,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",11102600000.0,6284132000.0,2210615000.0,1579183000.0,2706843000.0,0.0,8456743000.0,3494903000.0,4262701000.0,1887548000.0,1798441000.0,4961840000.0,1700753000.0,1602477000.0,-680802000.0,921675000.0,0.0485897126649229,False,0.14223542233350747,0.19910786662583538,0.18673654857431518,0.3182656030827274,2.258327205453848,1.3572889272219832,0.3624544523805685,,1.3128695054348938
LITE,Lumentum,Information Technology,Communications Equipment,1645000000.0,459900000.0,-192200000.0,25900000.0,106800000.0,22200000.0,4218700000.0,3084000000.0,1717300000.0,392800000.0,2608200000.0,1134700000.0,470100000.0,126300000.0,-231000000.0,-104700000.0,0.2102707474985285,False,0.01574468085106383,-0.11683890577507598,0.00613933202171285,0.02282541640962369,4.3719450101833,3.175152749490835,2.2985811227637263,-8.657657657657658,0.3899305473250053
LYB,LyondellBasell,Materials,Specialty Chemicals,30153000000.0,2577000000.0,831000000.0,-745000000.0,1162000000.0,487000000.0,34003000000.0,23796000000.0,10868000000.0,6129000000.0,14635000000.0,10082000000.0,3533000000.0,2262000000.0,-1878000000.0,384000000.0,-0.0970533628795592,False,-0.024707325970881835,0.02755944682121182,-0.021909831485457165,-0.07389406863717517,1.7732093326806984,1.196769456681351,1.4515969053759175,1.7063655030800822,0.886774696350322
MTB,M&T Bank,Financials,Regional Banks,9632000000.0,,,2851000000.0,,3538000000.0,213510000000.0,184333000000.0,,,13011000000.0,29177000000.0,0.0,3003000000.0,-143000000.0,2860000000.0,0.0434405806521503,False,0.2959925249169435,,0.013353004543112735,0.09771395277101827,,,,,0.04511264109409396
MPC,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing,132699000000.0,10002000000.0,5768000000.0,4047000000.0,11678000000.0,1412000000.0,83955000000.0,59869000000.0,24780000000.0,19678000000.0,34358000000.0,17314000000.0,10129000000.0,8253000000.0,-3486000000.0,4767000000.0,-0.0443959557552713,False,0.030497592295345103,0.04346679326897716,0.04820439521172056,0.2337414808825228,1.2592743164955789,0.7445370464478097,1.9844056832621,4.084985835694051,1.5805967482579955
MAR,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",26186000000.0,5222000000.0,4139000000.0,2601000000.0,4802000000.0,809000000.0,27540000000.0,31311000000.0,3584000000.0,8398000000.0,17083000000.0,-3771000000.0,0.0,3212000000.0,-604000000.0,2608000000.0,0.0432669322709163,True,0.09932788512945849,0.1580615596120064,0.09444444444444444,,0.426768278161467,0.426768278161467,,5.116192830655129,0.9508351488743646
MRSH,Marsh McLennan,Financials,Insurance Brokers,26981000000.0,11404000000.0,6223000000.0,4160000000.0,7409000000.0,960000000.0,58710000000.0,43395000000.0,23200000000.0,21060000000.0,21449000000.0,15100000000.0,0.0,5292000000.0,-291000000.0,5001000000.0,0.1031564314334778,False,0.15418257292168563,0.23064378636818503,0.07085675353432123,0.27549668874172184,1.1016144349477683,1.1016144349477683,,,0.4595639584397888
MLM,Martin Marietta Materials,Materials,Construction Materials,6150000000.0,1889000000.0,1455000000.0,1137000000.0,2093000000.0,230000000.0,18711000000.0,8677000000.0,3193000000.0,895000000.0,5705000000.0,10032000000.0,1078000000.0,1785000000.0,-807000000.0,978000000.0,0.0861886259272342,False,0.1848780487804878,0.23658536585365852,0.060766394099727436,0.11333732057416268,3.5675977653631286,2.363128491620112,0.5686802232854864,6.326086956521739,0.32868366201699534
MAS,Masco,Industrials,Building Products,7562000000.0,2679000000.0,1253000000.0,810000000.0,1384000000.0,101000000.0,5201000000.0,5126000000.0,2840000000.0,1573000000.0,3215000000.0,-186000000.0,1046000000.0,1022000000.0,-156000000.0,866000000.0,-0.0339805825242718,True,0.10711451996826236,0.16569690558053424,0.1557392809075178,,1.8054672600127146,1.140495867768595,,12.405940594059405,1.4539511632378388
MA,Mastercard,Financials,Transaction & Payment Processing Services,32791000000.0,25540000000.0,19514000000.0,14968000000.0,20443000000.0,722000000.0,54157000000.0,46411000000.0,23558000000.0,22762000000.0,19000000000.0,7737000000.0,0.0,17648000000.0,-1215000000.0,16433000000.0,0.164163737707246,False,0.45646671342746487,0.5951023146595102,0.2763816311834112,1.9345999741501874,1.0349705649767156,1.0349705649767156,,,0.6054803626493344
MKC,McCormick & Company,Consumer Staples,Packaged Foods & Meats,6840300000.0,2592200000.0,1091900000.0,789400000.0,1340500000.0,196200000.0,13200400000.0,7432300000.0,2138100000.0,3062200000.0,4164000000.0,5736500000.0,1272000000.0,962200000.0,-221800000.0,740400000.0,0.0173416422505465,False,0.11540429513325438,0.1596275017177609,0.0598012181449047,0.13761004096574567,0.6982234994448436,0.28283586963620927,0.7258781486969407,5.565239551478084,0.5181888427623406
MCD,McDonald's,Consumer Discretionary,Restaurants,26885000000.0,15434000000.0,12394000000.0,8563000000.0,14678000000.0,1582000000.0,59515000000.0,61306000000.0,4163000000.0,4361000000.0,54814000000.0,-1790000000.0,61000000.0,10551000000.0,-3365000000.0,7186000000.0,0.0372299382716049,True,0.31850474242142457,0.4610005579319323,0.1438796941947408,,0.9545975693648245,0.9406099518459069,,7.834386852085967,0.4517348567588003
MCK,McKesson Corporation,Health Care,Health Care Distributors,403430000000.0,14550000000.0,6454000000.0,4762000000.0,7177000000.0,247000000.0,82323000000.0,83157000000.0,57210000000.0,67017000000.0,8614000000.0,-2172000000.0,24207000000.0,6155000000.0,-745000000.0,5410000000.0,0.123600825509468,True,0.011803782564509332,0.015997818704607987,0.05784531661868494,,0.8536639957025829,0.49245713774117017,,26.129554655870447,4.900574566038653
MDT,Medtronic,Health Care,Health Care Equipment,33537000000.0,21905000000.0,6540000000.0,4662000000.0,9218000000.0,729000000.0,91680000000.0,43424000000.0,23814000000.0,12879000000.0,28516000000.0,48024000000.0,5476000000.0,7044000000.0,-1859000000.0,5185000000.0,0.0362439747868001,False,0.13901064495929868,0.19500849807675105,0.050850785340314134,0.09707646176911544,1.849056603773585,1.4238683127572016,0.5937864401132767,8.97119341563786,0.3658049738219895
MRK,Merck & Co.,Health Care,Pharmaceuticals,65011000000.0,48629000000.0,22107000000.0,18254000000.0,28262000000.0,1357000000.0,136866000000.0,84204000000.0,43516000000.0,28327000000.0,49339000000.0,52606000000.0,6658000000.0,16472000000.0,-4112000000.0,12360000000.0,0.0131373893529485,False,0.2807832520650351,0.340050145360016,0.13337132669910715,0.34699463939474584,1.5362022099057437,1.3011614360857133,0.9378968178534768,16.29108327192336,0.4749974427542268
META,Meta Platforms,Communication Services,Interactive Media & Services,200966000000.0,164791000000.0,83276000000.0,60458000000.0,105713000000.0,1165000000.0,366021000000.0,148778000000.0,108722000000.0,41836000000.0,83897000000.0,217243000000.0,0.0,115800000000.0,-69691000000.0,46109000000.0,0.2216703849824621,False,0.3008369574952977,0.41437855159579234,0.16517631502017643,0.2782966539773433,2.5987666124868536,2.5987666124868536,0.38618965858508675,71.48154506437768,0.5490559284849776
MET,MetLife,Financials,Life & Health Insurance,75654000000.0,,,3379000000.0,,1061000000.0,745166000000.0,716245000000.0,,,20183000000.0,28398000000.0,0.0,17092000000.0,,17092000000.0,0.0787526200966762,False,0.044663864435456155,,0.0045345600845986,0.11898725262342419,,,,,0.10152637130518569
